invoice_num,payment_method
I272359,Cash
I330174,Debit Card
I302029,Credit Card
I654702,Cash
I259057,Debit Card
I980620,Credit Card
I849258,Cash
I308027,Cash
I314922,Credit Card
I925821,Credit Card
I669364,Cash
I160733,Credit Card
I917522,Cash
I240342,Cash
I202042,Credit Card
I880271,Credit Card
I265390,Cash
I162479,Debit Card
I367974,Credit Card
I546552,Cash
I226684,Credit Card
I205342,Credit Card
I209777,Credit Card
I329935,Credit Card
I266653,Credit Card
I154237,Credit Card
I333223,Credit Card
I251477,Debit Card
I123387,Debit Card
I260116,Debit Card
I219868,Debit Card
I268355,Debit Card
I688675,Debit Card
I998246,Cash
I279651,Credit Card
I277325,Debit Card
I320350,Credit Card
I231700,Credit Card
I310037,Debit Card
I191402,Credit Card
I695684,Cash
I200294,Cash
I548128,Cash
I144403,Credit Card
I210812,Credit Card
I101394,Cash
I202968,Cash
I230982,Credit Card
I328326,Credit Card
I229312,Cash
I156058,Cash
I205103,Cash
I211148,Credit Card
I258480,Debit Card
I159454,Debit Card
I252427,Credit Card
I107935,Credit Card
I745680,Cash
I131274,Cash
I204750,Cash
I232358,Cash
I162130,Credit Card
I860296,Credit Card
I208377,Credit Card
I539699,Credit Card
I386007,Credit Card
I312554,Cash
I121231,Cash
I167025,Cash
I922190,Debit Card
I131952,Cash
I288119,Debit Card
I511750,Credit Card
I118183,Credit Card
I546187,Cash
I221949,Debit Card
I229885,Cash
I302426,Cash
I153926,Credit Card
I128826,Cash
I111755,Credit Card
I240479,Debit Card
I210558,Credit Card
I508539,Cash
I179851,Debit Card
I134988,Credit Card
I103785,Credit Card
I241367,Debit Card
I140527,Cash
I320933,Cash
I668951,Debit Card
I159853,Cash
I297494,Cash
I114998,Cash
I134807,Credit Card
I175286,Cash
I308304,Debit Card
I476282,Credit Card
I109385,Debit Card
I669236,Cash
I543694,Cash
I101920,Debit Card
I578752,Credit Card
I189432,Debit Card
I786732,Cash
I253215,Cash
I330440,Debit Card
I316255,Cash
I136088,Cash
I108609,Debit Card
I165807,Debit Card
I941647,Debit Card
I430901,Cash
I241465,Debit Card
I815884,Credit Card
I158707,Cash
I196385,Cash
I894245,Cash
I387934,Credit Card
I242749,Debit Card
I164601,Credit Card
I315595,Credit Card
I283250,Credit Card
I335621,Credit Card
I166303,Debit Card
I159725,Cash
I863594,Cash
I287746,Debit Card
I490066,Credit Card
I198577,Debit Card
I128326,Credit Card
I105943,Cash
I318859,Credit Card
I271398,Cash
I241403,Credit Card
I724247,Debit Card
I229480,Cash
I161292,Credit Card
I481369,Debit Card
I144123,Cash
I372431,Credit Card
I101115,Credit Card
I561954,Credit Card
I259863,Credit Card
I150289,Debit Card
I296559,Cash
I284556,Cash
I263657,Credit Card
I981620,Credit Card
I317687,Cash
I236910,Credit Card
I264613,Debit Card
I281869,Credit Card
I112828,Debit Card
I116617,Cash
I906021,Credit Card
I914378,Credit Card
I794416,Cash
I254497,Credit Card
I123215,Debit Card
I121925,Cash
I320130,Credit Card
I624905,Debit Card
I237699,Credit Card
I280122,Debit Card
I243840,Cash
I162706,Cash
I204316,Debit Card
I281317,Debit Card
I323066,Credit Card
I849745,Cash
I113875,Credit Card
I250995,Cash
I112453,Cash
I167186,Credit Card
I201162,Debit Card
I310698,Debit Card
I187928,Credit Card
I219493,Cash
I325280,Credit Card
I215776,Cash
I182697,Debit Card
I108836,Cash
I280262,Debit Card
I171865,Cash
I566991,Cash
I199171,Credit Card
I126385,Credit Card
I248358,Credit Card
I252226,Cash
I182716,Credit Card
I204148,Credit Card
I242622,Cash
I742615,Credit Card
I249601,Debit Card
I693375,Cash
I311866,Credit Card
I331786,Cash
I234103,Credit Card
I321546,Credit Card
I113166,Debit Card
I728980,Credit Card
I118792,Cash
I271767,Cash
I101829,Credit Card
I124533,Cash
I155663,Cash
I346520,Debit Card
I446432,Cash
I280040,Cash
I404735,Credit Card
I852794,Cash
I187290,Cash
I729986,Credit Card
I173583,Cash
I324019,Debit Card
I315551,Cash
I792507,Credit Card
I161335,Cash
I156803,Credit Card
I619628,Cash
I322809,Cash
I153955,Cash
I287309,Credit Card
I576934,Credit Card
I304423,Cash
I465738,Cash
I157388,Debit Card
I127594,Cash
I151014,Credit Card
I763301,Cash
I219396,Cash
I237647,Credit Card
I269977,Cash
I263421,Cash
I193205,Cash
I247345,Credit Card
I452371,Cash
I130002,Credit Card
I115922,Cash
I334211,Cash
I190771,Cash
I308735,Debit Card
I278675,Cash
I324051,Credit Card
I259227,Credit Card
I245706,Cash
I331239,Debit Card
I181980,Debit Card
I157899,Cash
I177066,Cash
I335165,Credit Card
I831978,Credit Card
I968835,Credit Card
I228663,Cash
I304738,Cash
I107308,Debit Card
I299412,Credit Card
I114115,Cash
I339396,Cash
I195900,Cash
I126334,Debit Card
I126712,Credit Card
I110896,Debit Card
I240331,Credit Card
I167775,Cash
I307088,Cash
I282316,Credit Card
I736022,Cash
I625016,Credit Card
I401285,Cash
I369721,Debit Card
I152311,Cash
I217469,Cash
I589850,Cash
I131844,Cash
I278019,Credit Card
I277505,Debit Card
I179922,Cash
I199833,Credit Card
I381515,Cash
I202369,Credit Card
I556186,Cash
I253883,Cash
I235811,Debit Card
I309408,Cash
I276504,Cash
I979748,Cash
I182243,Credit Card
I208229,Credit Card
I140419,Cash
I195759,Debit Card
I138522,Cash
I301961,Credit Card
I371949,Credit Card
I339002,Cash
I208868,Cash
I163273,Cash
I907172,Credit Card
I118591,Credit Card
I305208,Credit Card
I901243,Credit Card
I230905,Cash
I177243,Credit Card
I163777,Credit Card
I114957,Debit Card
I929058,Debit Card
I225132,Credit Card
I323225,Cash
I143594,Cash
I591573,Debit Card
I123696,Credit Card
I267556,Credit Card
I183484,Cash
I411070,Cash
I161397,Credit Card
I268469,Cash
I294265,Debit Card
I163437,Credit Card
I310983,Cash
I220453,Debit Card
I193242,Credit Card
I269943,Cash
I123008,Credit Card
I472618,Credit Card
I238260,Cash
I120710,Cash
I658582,Cash
I283550,Credit Card
I344119,Credit Card
I120847,Debit Card
I367716,Debit Card
I141357,Credit Card
I571592,Cash
I284769,Cash
I903246,Debit Card
I272236,Cash
I312482,Credit Card
I336723,Credit Card
I407808,Debit Card
I156512,Credit Card
I333236,Credit Card
I174507,Cash
I910595,Cash
I172862,Cash
I172894,Cash
I296799,Debit Card
I106539,Cash
I172083,Cash
I140136,Debit Card
I335125,Cash
I351274,Cash
I750462,Credit Card
I163502,Debit Card
I213487,Cash
I233182,Cash
I138602,Debit Card
I243998,Debit Card
I544789,Credit Card
I293715,Credit Card
I862460,Credit Card
I329023,Credit Card
I438087,Cash
I252132,Cash
I639492,Debit Card
I278066,Cash
I157404,Credit Card
I851798,Credit Card
I251575,Credit Card
I159531,Debit Card
I752405,Credit Card
I511954,Credit Card
I214403,Cash
I339699,Cash
I515880,Cash
I175576,Cash
I240101,Cash
I738458,Credit Card
I163058,Cash
I376258,Credit Card
I239090,Credit Card
I251565,Cash
I846015,Debit Card
I232207,Debit Card
I383870,Credit Card
I105022,Cash
I650953,Credit Card
I129057,Credit Card
I678170,Credit Card
I339748,Cash
I938104,Cash
I847370,Cash
I340421,Cash
I280247,Credit Card
I122021,Cash
I859500,Credit Card
I340215,Credit Card
I623624,Cash
I267911,Cash
I167915,Cash
I206818,Debit Card
I257326,Credit Card
I952600,Credit Card
I273570,Credit Card
I545352,Credit Card
I306944,Cash
I669670,Cash
I461590,Credit Card
I394343,Cash
I181156,Credit Card
I332026,Debit Card
I325744,Debit Card
I231604,Debit Card
I318906,Debit Card
I320209,Cash
I322902,Cash
I181777,Credit Card
I175973,Cash
I169074,Cash
I336945,Cash
I294173,Cash
I308229,Cash
I571220,Credit Card
I272681,Cash
I102489,Debit Card
I895434,Debit Card
I131520,Cash
I108791,Cash
I331659,Cash
I540591,Cash
I437564,Debit Card
I298982,Credit Card
I114101,Debit Card
I294436,Credit Card
I506217,Debit Card
I119313,Cash
I115593,Cash
I235200,Cash
I226628,Credit Card
I267907,Cash
I221537,Debit Card
I307033,Cash
I253483,Credit Card
I303762,Credit Card
I324939,Cash
I704027,Debit Card
I275160,Debit Card
I264204,Cash
I548102,Cash
I247166,Credit Card
I115033,Credit Card
I796223,Cash
I143663,Credit Card
I231282,Cash
I229840,Cash
I683632,Credit Card
I954697,Credit Card
I707469,Cash
I142653,Credit Card
I231595,Cash
I155200,Cash
I281881,Debit Card
I159343,Debit Card
I101653,Cash
I173429,Cash
I107232,Credit Card
I237796,Cash
I324414,Credit Card
I285749,Debit Card
I277208,Cash
I181008,Cash
I276700,Debit Card
I806068,Cash
I347669,Cash
I269775,Cash
I158837,Debit Card
I177514,Cash
I307469,Credit Card
I336343,Debit Card
I336111,Credit Card
I434770,Credit Card
I301138,Cash
I281334,Cash
I151763,Cash
I263738,Credit Card
I141327,Debit Card
I138005,Cash
I333146,Cash
I110457,Credit Card
I324269,Cash
I920643,Credit Card
I968067,Debit Card
I767659,Cash
I115232,Credit Card
I270375,Credit Card
I158323,Cash
I323268,Debit Card
I142669,Cash
I312514,Credit Card
I184211,Cash
I996174,Credit Card
I157356,Debit Card
I655633,Cash
I197532,Cash
I878892,Cash
I533798,Credit Card
I148137,Credit Card
I629673,Credit Card
I486297,Cash
I166583,Cash
I260275,Credit Card
I105779,Credit Card
I140349,Debit Card
I489792,Cash
I264836,Credit Card
I855692,Cash
I123949,Credit Card
I686091,Credit Card
I909852,Cash
I337580,Credit Card
I247292,Credit Card
I283555,Cash
I299107,Credit Card
I113716,Cash
I168948,Credit Card
I253615,Credit Card
I996598,Cash
I884132,Cash
I234797,Credit Card
I150341,Cash
I170597,Credit Card
I411959,Credit Card
I176333,Credit Card
I216361,Credit Card
I291275,Credit Card
I127336,Cash
I167600,Cash
I255762,Credit Card
I794636,Cash
I263761,Credit Card
I264779,Cash
I111951,Cash
I361061,Debit Card
I536191,Credit Card
I265360,Debit Card
I172034,Cash
I114088,Debit Card
I319433,Cash
I271147,Cash
I199514,Cash
I128604,Cash
I653652,Debit Card
I251345,Credit Card
I227987,Cash
I182289,Credit Card
I142815,Cash
I202408,Debit Card
I128196,Credit Card
I320618,Cash
I475363,Credit Card
I261010,Cash
I132590,Debit Card
I795152,Credit Card
I284742,Credit Card
I810019,Cash
I166837,Credit Card
I178381,Cash
I318346,Cash
I188995,Cash
I268680,Cash
I482048,Debit Card
I108562,Cash
I106422,Debit Card
I682762,Cash
I275411,Debit Card
I216442,Debit Card
I194836,Credit Card
I187902,Cash
I772026,Cash
I818434,Cash
I126877,Cash
I146747,Cash
I663479,Cash
I109698,Cash
I143376,Cash
I232242,Cash
I245583,Debit Card
I242974,Cash
I170499,Credit Card
I177418,Cash
I178916,Cash
I279316,Debit Card
I322308,Cash
I370390,Credit Card
I221745,Credit Card
I912100,Debit Card
I302030,Debit Card
I291776,Credit Card
I333833,Credit Card
I424326,Credit Card
I101043,Credit Card
I637123,Cash
I899823,Debit Card
I251630,Cash
I270830,Cash
I201733,Cash
I840946,Cash
I281542,Cash
I240533,Debit Card
I338653,Credit Card
I314057,Cash
I159335,Credit Card
I250769,Cash
I295650,Cash
I268819,Credit Card
I125286,Credit Card
I266914,Credit Card
I306860,Cash
I181534,Cash
I673592,Debit Card
I252755,Cash
I275076,Cash
I265410,Cash
I287164,Credit Card
I275371,Credit Card
I142866,Debit Card
I480471,Credit Card
I241939,Debit Card
I325011,Credit Card
I233962,Credit Card
I214844,Debit Card
I260919,Credit Card
I594459,Cash
I437476,Cash
I301720,Cash
I162985,Debit Card
I258449,Cash
I778027,Credit Card
I165599,Cash
I280094,Debit Card
I159602,Credit Card
I969628,Credit Card
I929126,Cash
I129557,Credit Card
I321744,Cash
I857455,Credit Card
I213016,Credit Card
I187276,Cash
I152348,Cash
I876500,Credit Card
I274344,Credit Card
I318972,Cash
I157858,Debit Card
I199804,Credit Card
I283245,Cash
I126236,Cash
I866233,Cash
I270817,Debit Card
I239111,Cash
I330519,Credit Card
I270869,Debit Card
I417937,Cash
I970865,Cash
I320871,Credit Card
I183031,Debit Card
I218616,Cash
I166826,Credit Card
I963273,Credit Card
I836365,Cash
I307889,Debit Card
I309542,Debit Card
I332605,Credit Card
I267715,Credit Card
I888175,Credit Card
I282284,Cash
I318199,Credit Card
I146690,Cash
I161058,Cash
I263313,Cash
I192518,Credit Card
I288803,Credit Card
I213808,Credit Card
I235910,Credit Card
I235949,Cash
I735676,Credit Card
I291879,Credit Card
I318861,Cash
I377931,Credit Card
I435956,Credit Card
I195374,Credit Card
I764746,Cash
I157559,Credit Card
I478785,Credit Card
I827938,Debit Card
I270795,Credit Card
I155618,Credit Card
I326918,Credit Card
I103102,Credit Card
I868765,Cash
I413217,Credit Card
I190446,Credit Card
I128470,Credit Card
I187298,Cash
I326260,Cash
I773756,Cash
I176211,Cash
I302899,Debit Card
I695087,Cash
I888801,Debit Card
I200224,Cash
I898414,Credit Card
I116762,Debit Card
I347449,Cash
I707189,Cash
I164344,Cash
I291753,Cash
I157453,Credit Card
I207470,Credit Card
I217466,Credit Card
I251705,Cash
I134013,Cash
I202081,Debit Card
I477934,Cash
I223506,Debit Card
I178646,Credit Card
I104640,Cash
I111599,Debit Card
I765786,Credit Card
I181984,Cash
I993730,Cash
I183480,Cash
I504079,Credit Card
I697175,Debit Card
I128484,Debit Card
I183710,Credit Card
I209019,Credit Card
I826019,Debit Card
I164101,Credit Card
I124225,Credit Card
I129090,Cash
I775091,Credit Card
I304507,Credit Card
I272148,Cash
I137140,Credit Card
I499947,Credit Card
I172360,Credit Card
I686181,Credit Card
I151617,Cash
I107388,Cash
I983958,Cash
I137606,Cash
I130870,Cash
I256903,Credit Card
I112379,Cash
I251339,Debit Card
I158762,Cash
I332709,Cash
I252382,Debit Card
I192005,Cash
I147566,Cash
I221570,Credit Card
I342150,Cash
I300946,Credit Card
I175381,Cash
I190069,Debit Card
I288723,Credit Card
I934523,Cash
I193182,Cash
I225794,Cash
I146448,Cash
I131002,Cash
I482371,Credit Card
I366532,Credit Card
I109918,Credit Card
I120327,Credit Card
I344464,Debit Card
I302821,Debit Card
I142075,Credit Card
I250024,Debit Card
I494767,Credit Card
I320813,Cash
I962228,Credit Card
I251451,Cash
I501110,Debit Card
I337255,Credit Card
I423506,Debit Card
I119028,Cash
I355574,Cash
I226303,Credit Card
I960497,Debit Card
I267408,Credit Card
I230540,Cash
I201288,Cash
I255807,Cash
I260883,Debit Card
I562544,Debit Card
I192505,Cash
I117571,Cash
I434402,Debit Card
I783496,Cash
I336669,Credit Card
I853009,Cash
I274048,Cash
I112321,Cash
I331900,Cash
I465058,Credit Card
I656589,Debit Card
I533408,Credit Card
I357211,Cash
I232844,Credit Card
I862657,Debit Card
I226769,Cash
I706346,Credit Card
I754623,Credit Card
I297813,Cash
I311887,Credit Card
I206538,Credit Card
I975452,Debit Card
I560998,Cash
I223894,Debit Card
I424050,Debit Card
I270772,Credit Card
I239210,Credit Card
I333610,Cash
I879611,Debit Card
I274896,Cash
I101704,Credit Card
I158268,Cash
I198711,Credit Card
I263928,Cash
I253642,Debit Card
I164946,Cash
I259297,Debit Card
I834420,Debit Card
I167102,Cash
I912168,Cash
I132921,Credit Card
I187625,Cash
I205353,Credit Card
I184391,Cash
I115609,Credit Card
I277327,Cash
I132114,Credit Card
I334036,Cash
I355801,Credit Card
I687577,Cash
I108238,Debit Card
I169156,Cash
I719136,Cash
I105495,Cash
I166804,Cash
I143661,Debit Card
I164682,Credit Card
I246085,Cash
I966125,Credit Card
I631807,Credit Card
I280951,Credit Card
I314960,Debit Card
I328897,Debit Card
I839956,Cash
I486486,Cash
I281148,Cash
I739085,Cash
I326027,Debit Card
I472336,Credit Card
I967292,Cash
I211089,Cash
I267465,Debit Card
I162981,Cash
I144085,Cash
I549787,Debit Card
I636793,Cash
I194774,Debit Card
I286279,Cash
I294250,Debit Card
I242489,Credit Card
I265700,Credit Card
I238097,Debit Card
I243266,Cash
I105342,Credit Card
I684834,Cash
I293820,Cash
I227572,Cash
I702541,Credit Card
I581769,Credit Card
I276062,Credit Card
I224113,Credit Card
I189464,Credit Card
I285196,Debit Card
I209190,Credit Card
I113277,Cash
I336356,Debit Card
I281709,Cash
I644866,Cash
I238063,Cash
I302459,Debit Card
I257256,Cash
I130051,Cash
I313807,Cash
I263656,Credit Card
I325710,Debit Card
I223719,Credit Card
I164704,Credit Card
I116097,Debit Card
I184478,Cash
I189764,Cash
I291252,Cash
I202476,Credit Card
I310612,Credit Card
I189702,Cash
I192019,Cash
I284579,Debit Card
I132570,Credit Card
I811074,Cash
I125824,Credit Card
I247374,Cash
I333698,Credit Card
I990165,Credit Card
I262267,Debit Card
I319800,Credit Card
I161612,Credit Card
I163354,Debit Card
I218432,Debit Card
I300723,Cash
I152599,Debit Card
I224874,Credit Card
I255609,Debit Card
I297919,Credit Card
I320757,Debit Card
I694668,Credit Card
I260926,Credit Card
I212033,Cash
I324375,Debit Card
I234967,Credit Card
I127856,Credit Card
I323924,Debit Card
I949680,Cash
I141883,Debit Card
I102848,Debit Card
I186131,Cash
I308443,Cash
I285304,Cash
I191376,Cash
I270234,Cash
I324217,Cash
I401648,Credit Card
I577042,Cash
I271686,Debit Card
I217899,Credit Card
I193858,Cash
I223970,Cash
I201528,Credit Card
I190512,Cash
I832791,Credit Card
I772357,Credit Card
I329978,Credit Card
I812875,Cash
I289732,Credit Card
I142576,Debit Card
I357987,Cash
I134702,Cash
I299914,Credit Card
I525809,Credit Card
I836322,Cash
I257559,Credit Card
I256744,Cash
I216942,Debit Card
I131866,Credit Card
I290843,Credit Card
I336374,Debit Card
I242704,Credit Card
I329310,Credit Card
I910385,Credit Card
I111049,Cash
I314105,Credit Card
I454492,Cash
I552822,Cash
I135850,Cash
I334344,Credit Card
I150349,Cash
I207352,Cash
I127306,Credit Card
I633312,Debit Card
I263297,Cash
I243037,Cash
I122129,Credit Card
I356699,Credit Card
I117412,Credit Card
I197263,Cash
I324046,Cash
I276518,Debit Card
I195526,Cash
I180635,Cash
I281572,Cash
I183197,Credit Card
I140497,Cash
I241083,Cash
I212893,Cash
I270902,Credit Card
I239863,Cash
I338279,Cash
I311526,Credit Card
I238076,Cash
I238587,Cash
I947157,Cash
I542172,Credit Card
I220320,Cash
I762170,Cash
I386769,Credit Card
